,CIK,Company Name,Date Filed,0,1,2,3,4,5,6,7,8,9
5235,1056696,MANHATTAN ASSOCIATES INC,2016-05-13,agreement,votes,company,consulting,meeting,broker,annual,directors,shareholders,georgia
5262,1062449,BUFFALO WILD WINGS INC,2016-04-26,press,april,release,pursuant,cfr,furnished,act,registrant,rule,exchange
5263,1062449,BUFFALO WILD WINGS INC,2016-05-18,directors,shareholders,proposal,based,meeting,vote,annual,act,exchange,matters
5302,1077771,UMPQUA HOLDINGS CORP,2016-04-20,april,act,holdings,quarter,release,exchange,corporation,investor,press,financial
5303,1077771,UMPQUA HOLDINGS CORP,2016-04-25,meeting,approved,non,proposal,holdings,shareholders,vote,broker,votes,april
5304,1077771,UMPQUA HOLDINGS CORP,2016-04-26,april,bank,officers,president,exchange,holdings,act,august,certain,effective
5305,1077771,UMPQUA HOLDINGS CORP,2016-05-09,presentation,holdings,investor,act,conference,exchange,number,pursuant,cfr,registrant
5306,1077771,UMPQUA HOLDINGS CORP,2016-06-08,forward,looking,june,statements,holdings,risk,act,press,release,exchange
5307,1077771,UMPQUA HOLDINGS CORP,2016-06-15,holdings,rule,corporation,exchange,pursuant,registrant,act,june,cfr,payable
5308,1077771,UMPQUA HOLDINGS CORP,2016-06-20,holdings,june,bank,officers,president,corporation,april,directors,exchange,act
5309,1077771,UMPQUA HOLDINGS CORP,2016-06-30,conference,quarterly,corporation,june,exchange,holdings,act,earnings,announcing,registrant
5336,1128928,FLOWERS FOODS INC,2016-04-13,flowers,april,exchange,press,release,pursuant,act,securities,cfr,earnings
5337,1128928,FLOWERS FOODS INC,2016-04-22,credit,agent,amendment,flowers,new,term,existing,bank,agreement,rate
5338,1128928,FLOWERS FOODS INC,2016-05-19,release,press,flowers,pursuant,exchange,act,exhibit,financial,rule,condition
5370,1143068,GREAT PLAINS ENERGY INC,2016-05-05,kansas,city,energy,great,plains,kcp,gmo,lori,missouri,information
5371,1143068,GREAT PLAINS ENERGY INC,2016-05-09,plains,great,kcp,energy,city,kansas,gmo,missouri,respect,report
5372,1143068,GREAT PLAINS ENERGY INC,2016-05-31,stock,proposed,transactions,merger,plains,agreement,great,energy,westar,investor
5373,1143068,GREAT PLAINS ENERGY INC,2016-05-31,great,proposed,plains,transactions,westar,energy,kcp,statement,sec,joint
5374,1143068,GREAT PLAINS ENERGY INC,2016-06-08,merger,sec,transactions,joint,plains,westar,statement,great,energy,proposed
5375,1143068,GREAT PLAINS ENERGY INC,2016-06-16,proposed,great,plains,westar,energy,transactions,statement,joint,sec,merger
5376,1143068,GREAT PLAINS ENERGY INC,2016-06-24,energy,proposed,share,transactions,statement,great,westar,plains,joint,sec
5394,1179929,MOLINA HEALTHCARE INC,2016-04-19,corp,equity,york,total,healthcare,april,act,molina,exchange,joint
5395,1179929,MOLINA HEALTHCARE INC,2016-04-28,molina,healthcare,press,exchange,april,release,act,march,ended,results
5396,1179929,MOLINA HEALTHCARE INC,2016-05-02,molina,healthcare,follows,meeting,shares,votes,stockholders,proposal,company,registered
5397,1179929,MOLINA HEALTHCARE INC,2016-05-13,exchange,factors,pursuant,april,healthcare,fourth,act,risk,molina,basis
5421,1265888,NEUSTAR INC,2016-04-28,act,neustar,release,april,exchange,results,financial,report,press,reference
5422,1265888,NEUSTAR INC,2016-06-17,exchange,june,votes,stockholders,neustar,broker,act,non,meeting,officer
5423,1265888,NEUSTAR INC,2016-06-21,serve,neustar,june,officer,board,services,act,exchange,company,directors
5439,1287865,MEDICAL PROPERTIES TRUST INC,2016-04-06,committee,properties,board,trust,medical,mr,consulting,steven,april,retirement
5440,1287865,MEDICAL PROPERTIES TRUST INC,2016-05-04,medical,properties,march,quarter,ended,operations,gaap,trust,financial,million
5441,1287865,MEDICAL PROPERTIES TRUST INC,2016-05-04,properties,million,steven,mpt,transaction,medical,partnership,act,trust,exchange
5442,1287865,MEDICAL PROPERTIES TRUST INC,2016-05-20,medical,number,broker,steven,proposal,votes,non,set,forth,properties
5481,18349,SYNOVUS FINANCIAL CORP,2016-04-19,april,slide,information,supplemental,synovus,pursuant,act,presentation,press,release
5482,18349,SYNOVUS FINANCIAL CORP,2016-04-21,amendment,company,plan,corp,shareholder,tax,april,change,synovus,income
5483,18349,SYNOVUS FINANCIAL CORP,2016-04-27,broker,proposal,april,vote,votes,synovus,shareholders,georgia,non,corp
5500,310142,SENSIENT TECHNOLOGIES CORP,2016-04-20,ended,release,exhibit,april,march,corporation,technologies,press,quarter,pursuant
5501,310142,SENSIENT TECHNOLOGIES CORP,2016-04-25,votes,technologies,laws,company,april,directors,corporation,shareholders,amended,officers
5507,33619,ESTERLINE TECHNOLOGIES CORP,2016-05-05,dated,supplemental,technologies,release,press,information,financial,esterline,results,corporation
5519,350797,EATON VANCE CORP,2016-05-25,registrant,exchange,exhibit,pursuant,corp,dated,act,release,report,securities
5536,355811,GENTEX CORP,2016-04-22,act,release,april,exchange,opre,shall,financial,exhibit,corporation,securities
5537,355811,GENTEX CORP,2016-05-24,james,shareholders,opre,broker,non,votes,company,serve,vote,year
5563,46195,BANK OF HAWAII CORP,2016-04-25,results,corporation,mark,bank,april,quarter,act,release,exchange,pursuant
5564,46195,BANK OF HAWAII CORP,2016-05-03,bank,directors,non,vote,votes,election,mark,pursuant,exchange,act
5587,52827,RAYONIER INC,2016-05-02,credit,loan,term,lenders,agreement,table,facility,agent,april,administrative
5588,52827,RAYONIER INC,2016-05-04,press,opre,pursuant,table,release,exchange,act,exhibit,securities,furnished
5589,52827,RAYONIER INC,2016-05-24,opre,meeting,table,votes,annual,broker,mark,vote,security,named
5604,67215,DYCOM INDUSTRIES INC,2016-04-27,program,repurchase,looking,forward,statements,industries,april,dycom,uncertainties,time
5605,67215,DYCOM INDUSTRIES INC,2016-04-27,employment,bonus,termination,annual,mr,base,company,agreement,salary,payment
5606,67215,DYCOM INDUSTRIES INC,2016-05-24,dycom,amendment,agreement,credit,loan,lenders,agent,industries,bank,term
5607,67215,DYCOM INDUSTRIES INC,2016-05-25,measures,gaap,non,adjusted,purport,alternative,company,income,does,net
5608,67215,DYCOM INDUSTRIES INC,2016-05-26,industries,llp,dycom,registration,exchange,florida,statement,act,form,september
5609,67215,DYCOM INDUSTRIES INC,2016-05-26,purport,gaap,adjusted,measures,non,alternative,does,income,net,earnings
5610,67215,DYCOM INDUSTRIES INC,2016-06-01,industries,company,non,adjusted,measures,dycom,materials,looking,gaap,forward
5611,67215,DYCOM INDUSTRIES INC,2016-06-02,future,industries,june,dycom,forward,looking,act,exchange,statements,ability
5612,67215,DYCOM INDUSTRIES INC,2016-06-22,subsidiaries,dycom,amendment,june,agreement,credit,agent,lenders,fourth,industries
5631,70145,NATIONAL FUEL GAS CO,2016-04-28,company,looking,natural,changes,oil,forward,presentation,gas,gaap,measures
5632,70145,NATIONAL FUEL GAS CO,2016-04-29,changes,company,natural,gas,oil,costs,measures,gaap,forward,looking
5633,70145,NATIONAL FUEL GAS CO,2016-06-09,company,june,directors,gas,officers,board,act,exchange,national,pursuant
5634,70145,NATIONAL FUEL GAS CO,2016-06-27,company,director,gas,new,directors,june,national,report,election,press
5648,701811,MENTOR GRAPHICS CORP,2016-05-19,fiscal,pursuant,registrant,year,corporation,cfr,act,exchange,securities,quarter
5649,701811,MENTOR GRAPHICS CORP,2016-06-20,proposal,vote,shareholder,plan,broker,june,election,voting,employee,pursuant
5664,706688,AARON'S INC,2016-04-29,georgia,act,april,steven,exchange,securities,press,release,financial,cfr
5665,706688,AARON'S INC,2016-05-05,proposal,meeting,director,annual,votes,georgia,vote,company,non,shareholders
5666,706688,AARON'S INC,2016-05-16,post,presentation,plans,plus,portion,portnoy,plains,pre,price,press
5667,706688,AARON'S INC,2016-06-06,directors,board,steven,georgia,officers,mr,exchange,company,act,certain
5690,720672,STIFEL FINANCIAL CORP,2016-04-22,corp,directors,stifel,meeting,company,exhibit,april,retirement,officers,exchange
5691,720672,STIFEL FINANCIAL CORP,2016-05-09,corp,act,exchange,stifel,exhibit,conference,presentation,james,financial,pursuant
5692,720672,STIFEL FINANCIAL CORP,2016-05-09,corp,act,exchange,stifel,exhibit,conference,presentation,james,financial,pursuant
5693,720672,STIFEL FINANCIAL CORP,2016-06-15,meeting,proposal,votes,broker,proxy,annual,directors,incentive,iii,non
5708,73088,NORTHWESTERN CORP,2016-04-20,annual,presentation,com,april,www,company,act,meeting,investor,northwestern
5709,73088,NORTHWESTERN CORP,2016-04-25,presentation,investors,april,northwestern,exchange,slide,act,parties,document,securities
5710,73088,NORTHWESTERN CORP,2016-04-26,follows,votes,annual,meeting,northwestern,vote,company,respect,director,directors
5711,73088,NORTHWESTERN CORP,2016-04-28,slide,exchange,securities,document,april,presentation,act,northwestern,company,corporation
5712,73088,NORTHWESTERN CORP,2016-05-13,slide,document,presentation,securities,company,exchange,act,northwestern,corporation,investors
5713,73088,NORTHWESTERN CORP,2016-05-18,bylaws,amended,amendment,company,northwestern,restated,corporation,proxy,incorporation,document
5714,73088,NORTHWESTERN CORP,2016-06-22,supplemental,indenture,june,trustee,company,bank,act,northwestern,york,registration
5726,73756,OCEANEERING INTERNATIONAL INC,2016-04-04,international,oceaneering,directors,april,election,board,officers,act,david,exchange
5727,73756,OCEANEERING INTERNATIONAL INC,2016-04-25,oceaneering,exhibit,item,press,international,release,act,april,regarding,furnished
5728,73756,OCEANEERING INTERNATIONAL INC,2016-05-09,international,broker,officers,voting,votes,directors,oceaneering,certain,non,matters
5729,73756,OCEANEERING INTERNATIONAL INC,2016-06-15,agreement,director,june,oceaneering,award,restricted,mr,reference,form,board
5741,74303,OLIN CORP,2016-04-22,george,exchange,april,olin,opre,conference,act,exhibit,corporation,investors
5742,74303,OLIN CORP,2016-04-28,opre,april,corporation,olin,press,george,act,exchange,exhibit,release
5743,74303,OLIN CORP,2016-05-03,exhibit,act,press,george,olin,exchange,opre,release,corporation,quarter
5744,74303,OLIN CORP,2016-05-03,exhibit,act,presentation,exchange,quarter,earnings,olin,corporation,pursuant,cfr
5745,74303,OLIN CORP,2016-05-03,meeting,olin,vote,proposal,term,corporation,follows,george,director,act
5746,74303,OLIN CORP,2016-05-09,conference,presentation,act,olin,exhibit,george,corporation,exchange,fargo,wells
5747,74303,OLIN CORP,2016-05-16,act,olin,exchange,opre,george,investors,exhibit,conference,corporation,june
5787,7536,ARROW ELECTRONICS INC,2016-05-03,release,act,press,exchange,earnings,issued,hereto,quarter,exhibit,registrant
5788,7536,ARROW ELECTRONICS INC,2016-05-03,act,certain,exchange,officers,effective,pursuant,rule,cfr,company,directors
5789,7536,ARROW ELECTRONICS INC,2016-05-13,voting,shares,shareholders,company,meeting,proposal,vote,proxy,annual,broker
5799,799729,PAREXEL INTERNATIONAL CORP,2016-04-27,act,exchange,april,international,bank,corporation,report,pursuant,securities,financial
5810,861361,B/E AEROSPACE INC,2016-04-26,april,act,exchange,march,results,press,ended,financial,release,quarter
5831,861459,GRANITE CONSTRUCTION INC,2016-04-29,measures,ebitda,gaap,used,provided,financial,april,non,company,companies
5832,861459,GRANITE CONSTRUCTION INC,2016-05-31,company,corporate,mr,board,exchange,committee,act,opre,incorporated,pursuant
5833,861459,GRANITE CONSTRUCTION INC,2016-06-14,company,board,meeting,june,director,votes,follows,vote,non,registered
5847,887936,FTI CONSULTING INC,2016-04-29,segment,loss,ebitda,charges,consulting,income,operating,adjusted,fti,measures
5848,887936,FTI CONSULTING INC,2016-05-02,income,fti,segment,adjusted,charges,consulting,ebitda,loss,operating,measures
5849,887936,FTI CONSULTING INC,2016-05-02,adjusted,income,ebitda,loss,charges,consulting,segment,fti,gaap,operating
5850,887936,FTI CONSULTING INC,2016-05-10,adjusted,consulting,ebitda,segment,loss,income,operating,fti,charges,gaap
5851,887936,FTI CONSULTING INC,2016-06-03,consulting,program,looking,repurchase,june,fti,forward,plans,securities,statements
5852,887936,FTI CONSULTING INC,2016-06-06,stockholders,annual,consulting,fti,meeting,votes,proposal,follows,proxy,vote
5866,903127,POST PROPERTIES INC,2016-05-03,post,properties,supplemental,david,georgia,financial,earnings,release,exhibit,act
5867,903127,POST PROPERTIES INC,2016-05-09,properties,post,david,georgia,officers,pursuant,exchange,act,chief,officer
5868,903127,POST PROPERTIES INC,2016-06-01,david,proposal,georgia,post,properties,independent,shareholders,exchange,vote,pursuant
5888,910521,DECKERS OUTDOOR CORP,2016-05-26,act,press,george,release,exchange,exhibit,shall,financial,corporation,securities
5889,910521,DECKERS OUTDOOR CORP,2016-05-27,company,consulting,bylaws,agreement,mr,retirement,board,compensation,committee,amendment
5890,910521,DECKERS OUTDOOR CORP,2016-06-09,definitive,meeting,annual,stockholders,proxy,materials,sec,company,statement,website
5921,910606,REGENCY CENTERS CORP,2016-04-21,restated,bylaws,regency,amended,shareholders,centers,required,april,amendments,florida
5922,910606,REGENCY CENTERS CORP,2016-05-02,independent,votes,meeting,voting,registered,year,proposal,fiscal,regency,centers
5923,910606,REGENCY CENTERS CORP,2016-05-04,centers,regency,months,year,march,ended,exchange,website,florida,act
5924,910606,REGENCY CENTERS CORP,2016-06-28,forward,agreement,company,offering,sale,june,underwriting,march,common,stock
5934,921112,LIBERTY PROPERTY TRUST,2016-04-26,title,trust,george,financial,liberty,property,april,partnership,exhibit,report
5935,921112,LIBERTY PROPERTY TRUST,2016-05-10,liberty,mr,company,target,bonus,property,restricted,stock,partnership,salary
5936,921112,LIBERTY PROPERTY TRUST,2016-05-16,partnership,trustees,non,proposal,vote,votes,trust,property,broker,liberty
5937,921112,LIBERTY PROPERTY TRUST,2016-06-03,officers,liberty,accounting,property,trust,company,senior,plan,officer,partnership
5969,936395,CIENA CORP,2016-04-26,agreement,margin,term,ciena,net,basis,forward,credit,looking,loan
5970,936395,CIENA CORP,2016-06-02,april,ciena,second,june,corporation,investor,act,quarter,results,ended
5971,936395,CIENA CORP,2016-06-22,june,notes,ciena,aggregate,david,transaction,approximately,exchange,act,outstanding
5981,936528,WASHINGTON FEDERAL INC,2016-04-08,act,april,washington,exchange,federal,certain,officers,registrant,directors,pursuant
5982,936528,WASHINGTON FEDERAL INC,2016-04-15,financial,march,washington,applicable,exchange,april,act,federal,attached,copy
5983,936528,WASHINGTON FEDERAL INC,2016-05-24,mr,federal,company,bank,washington,loan,act,officers,chief,officer
5994,945394,HOSPITALITY PROPERTIES TRUST,2016-04-05,ta,rmr,development,llc,lease,portnoy,property,mr,agreement,looking
5995,945394,HOSPITALITY PROPERTIES TRUST,2016-05-10,financial,trust,supplemental,operating,mark,quarter,pursuant,properties,exchange,act
5996,945394,HOSPITALITY PROPERTIES TRUST,2016-05-27,trustee,proposal,committee,portnoy,mr,trustees,company,board,votes,independent
5997,945394,HOSPITALITY PROPERTIES TRUST,2016-06-20,common,properties,june,shares,looking,forward,occur,statements,company,trust
5998,945394,HOSPITALITY PROPERTIES TRUST,2016-06-22,june,ta,rmr,agreement,properties,llc,amendment,development,lease,portnoy
6015,945764,DENBURY RESOURCES INC,2016-04-06,april,resources,board,denbury,james,act,release,press,exchange,company
6016,945764,DENBURY RESOURCES INC,2016-04-20,credit,amendment,denbury,april,resources,base,agreement,agent,administrative,restated
6017,945764,DENBURY RESOURCES INC,2016-05-05,denbury,notes,aggregate,press,million,exchange,release,act,senior,entered
6018,945764,DENBURY RESOURCES INC,2016-05-11,trustee,new,trust,indenture,company,notes,agreement,association,national,senior
6019,945764,DENBURY RESOURCES INC,2016-05-16,senior,notes,resources,denbury,aggregate,million,approximately,shares,new,exchange
6020,945764,DENBURY RESOURCES INC,2016-05-27,resources,voting,denbury,incentive,plan,broker,proposal,follows,stockholders,meeting
6021,945764,DENBURY RESOURCES INC,2016-06-23,company,denbury,oil,trustee,notes,resources,indenture,gas,exchange,report
6022,945764,DENBURY RESOURCES INC,2016-06-29,parties,denbury,assets,resources,june,agreement,oil,sale,july,respect
6038,945841,POOL CORP,2016-04-21,act,earnings,corporation,april,exchange,mark,press,release,pursuant,issued
6039,945841,POOL CORP,2016-05-06,votes,plan,committee,stockholders,incentive,awards,stock,corporation,performance,shares
6043,1018003,INGRAM MICRO INC,2016-07-28,gaap,measures,non,ingram,micro,related,july,financial,diluted,exchange
6044,1018003,INGRAM MICRO INC,2016-08-11,micro,exchange,august,merger,exhibit,agreement,pursuant,ingram,registrant,act
6045,1018003,INGRAM MICRO INC,2016-09-19,merger,period,micro,ingram,plan,stock,expected,agreement,closing,september
6059,1025996,KILROY REALTY CORP,2016-07-26,act,supplemental,information,july,realty,kilroy,corporation,exchange,furnished,quarter
6060,1025996,KILROY REALTY CORP,2016-07-27,federal,partnership,corporation,realty,kilroy,sec,income,states,tax,filed
6061,1025996,KILROY REALTY CORP,2016-08-30,factors,august,properties,realty,looking,kilroy,forward,performance,corporation,million
6062,1025996,KILROY REALTY CORP,2016-09-15,agreement,kilroy,partnership,purchase,notes,realty,note,operating,september,february
6063,1025996,KILROY REALTY CORP,2016-09-29,filed,offer,llp,corporation,kilroy,realty,sale,common,september,shares
6066,103730,VISHAY INTERTECHNOLOGY INC,2016-08-02,convertible,stock,debentures,price,average,diluted,shares,vishay,eps,conversion
6067,103730,VISHAY INTERTECHNOLOGY INC,2016-08-22,vishay,august,lori,pursuant,september,cash,act,report,exchange,common
6068,103730,VISHAY INTERTECHNOLOGY INC,2016-09-13,conversion,debentures,convertible,price,rate,vishay,effective,september,senior,lori
6079,1038074,SILICON LABORATORIES INC,2016-07-27,measures,supplemental,non,financial,expense,laboratories,gaap,silicon,information,costs
6086,1056696,MANHATTAN ASSOCIATES INC,2016-07-06,effective,june,company,officers,georgia,chief,directors,officer,treasurer,pursuant
6087,1056696,MANHATTAN ASSOCIATES INC,2016-07-19,adjusted,measures,operating,income,gaap,costs,net,acquisition,related,performance
6088,1056696,MANHATTAN ASSOCIATES INC,2016-08-01,mr,agreement,company,july,employment,april,director,officer,reference,dated
6104,1062449,BUFFALO WILD WINGS INC,2016-07-26,pursuant,act,july,exchange,cfr,press,release,rule,registrant,furnished
6105,1062449,BUFFALO WILD WINGS INC,2016-08-16,share,program,repurchase,new,august,announcing,release,press,exchange,act
6106,1062449,BUFFALO WILD WINGS INC,2016-09-30,period,employment,date,company,agreement,terms,september,benefits,exchange,compensation
6122,1077771,UMPQUA HOLDINGS CORP,2016-07-20,july,act,quarter,financial,holdings,corporation,investor,second,exchange,release
6123,1077771,UMPQUA HOLDINGS CORP,2016-09-15,corporation,registrant,pursuant,exchange,holdings,september,act,rule,cfr,payable
6124,1077771,UMPQUA HOLDINGS CORP,2016-09-29,conference,holdings,quarterly,september,earnings,corporation,act,exchange,announcing,pursuant
6135,1128928,FLOWERS FOODS INC,2016-07-29,broker,annual,vote,votes,proposal,company,flowers,meeting,shareholder,non
6136,1128928,FLOWERS FOODS INC,2016-08-10,rule,pursuant,exchange,flowers,cfr,company,act,august,registrant,securities
6137,1128928,FLOWERS FOODS INC,2016-08-11,press,release,exchange,pursuant,flowers,august,act,exhibit,financial,condition
6138,1128928,FLOWERS FOODS INC,2016-09-23,charges,september,statement,flowers,ratio,earnings,pursuant,regarding,exchange,act
6139,1128928,FLOWERS FOODS INC,2016-09-28,wells,notes,llc,indenture,flowers,fargo,underwriting,note,september,bank
6176,1143068,GREAT PLAINS ENERGY INC,2016-07-05,gmo,kcp,missouri,energy,plains,kansas,city,great,lori,costs
6177,1143068,GREAT PLAINS ENERGY INC,2016-08-04,kcp,plains,kansas,city,gmo,energy,great,missouri,lori,august
6178,1143068,GREAT PLAINS ENERGY INC,2016-08-25,westar,proxy,great,sec,plains,energy,statement,prospectus,joint,transaction
6179,1143068,GREAT PLAINS ENERGY INC,2016-09-08,energy,kcp,kansas,city,investor,plains,missouri,lori,great,gmo
6180,1143068,GREAT PLAINS ENERGY INC,2016-09-13,kcp,agent,gmo,great,amendment,energy,plains,city,kansas,september
6181,1143068,GREAT PLAINS ENERGY INC,2016-09-19,proposed,energy,plains,great,joint,westar,prospectus,proxy,statement,transactions
6182,1143068,GREAT PLAINS ENERGY INC,2016-09-21,energy,plains,great,westar,merger,joint,proposed,prospectus,proxy,statement
6183,1143068,GREAT PLAINS ENERGY INC,2016-09-26,joint,plains,transactions,great,energy,shareholders,westar,proposed,amendment,stock
6184,1143068,GREAT PLAINS ENERGY INC,2016-09-27,financial,consolidated,june,westar,ended,energy,december,months,march,related
6221,1179929,MOLINA HEALTHCARE INC,2016-07-27,molina,healthcare,second,exchange,july,press,act,months,release,june
6222,1179929,MOLINA HEALTHCARE INC,2016-07-28,financial,molina,consolidated,subsidiary,acquisition,new,notes,ended,regulation,december
6223,1179929,MOLINA HEALTHCARE INC,2016-08-01,shall,act,august,total,healthcare,molina,pursuant,equity,exchange,outstanding
6224,1179929,MOLINA HEALTHCARE INC,2016-08-05,purchase,agreement,agreements,applicable,molina,party,closing,company,healthcare,august
6225,1179929,MOLINA HEALTHCARE INC,2016-08-17,notes,offer,august,molina,healthcare,registered,senior,exchange,act,note
6226,1179929,MOLINA HEALTHCARE INC,2016-09-16,molina,september,exchange,healthcare,offer,notes,senior,registered,aggregate,act
6232,1265888,NEUSTAR INC,2016-07-01,neustar,company,provided,services,exchange,july,act,non,provide,terms
6233,1265888,NEUSTAR INC,2016-07-13,act,exchange,neustar,july,officer,shall,press,release,attached,report
6234,1265888,NEUSTAR INC,2016-07-28,july,neustar,results,report,release,financial,act,press,exchange,second
6235,1265888,NEUSTAR INC,2016-09-28,neustar,amendment,credit,agreement,thereto,party,agent,facility,term,september
6253,1287865,MEDICAL PROPERTIES TRUST INC,2016-07-13,approximately,medical,million,lease,acquisition,transactions,notes,connection,facility,loan
6254,1287865,MEDICAL PROPERTIES TRUST INC,2016-07-14,partnership,notes,underwriting,mpt,july,operating,agreement,steven,llp,medical
6255,1287865,MEDICAL PROPERTIES TRUST INC,2016-07-22,partnership,trustee,notes,operating,mpt,indenture,trust,properties,medical,offering
6256,1287865,MEDICAL PROPERTIES TRUST INC,2016-08-04,june,gaap,months,ended,medical,properties,million,trust,operations,august
6257,1287865,MEDICAL PROPERTIES TRUST INC,2016-08-23,board,healthcare,august,mr,company,properties,directors,medical,employee,trust
6258,1287865,MEDICAL PROPERTIES TRUST INC,2016-09-26,pursuant,medical,offer,properties,september,exchange,act,securities,exhibit,steven
6259,1287865,MEDICAL PROPERTIES TRUST INC,2016-09-28,partnership,company,september,lease,agreement,medical,underwriting,offering,purchase,approximately
6280,18349,SYNOVUS FINANCIAL CORP,2016-07-11,synovus,georgia,award,company,mr,management,officers,july,corp,financial
6281,18349,SYNOVUS FINANCIAL CORP,2016-07-19,pursuant,july,synovus,supplemental,information,slide,act,presentation,press,release
6282,18349,SYNOVUS FINANCIAL CORP,2016-07-22,corp,increase,named,base,officers,synovus,july,executive,president,georgia
6283,18349,SYNOVUS FINANCIAL CORP,2016-08-18,pursuant,august,press,synovus,release,information,supplemental,act,exchange,exhibit
6290,310142,SENSIENT TECHNOLOGIES CORP,2016-07-22,months,july,technologies,corporation,june,press,ended,exhibit,release,quarter
6291,310142,SENSIENT TECHNOLOGIES CORP,2016-07-26,amendments,code,technologies,company,july,registrant,act,exchange,pursuant,corporation
6297,33619,ESTERLINE TECHNOLOGIES CORP,2016-08-04,release,esterline,august,supplemental,press,corporation,technologies,financial,results,information
6298,33619,ESTERLINE TECHNOLOGIES CORP,2016-09-19,common,agreement,technologies,esterline,pursuant,september,stock,exchange,act,company
6299,33619,ESTERLINE TECHNOLOGIES CORP,2016-09-28,esterline,technologies,common,amendment,pursuant,september,stock,exchange,act,company
6314,350797,EATON VANCE CORP,2016-08-17,registrant,corp,august,pursuant,exhibit,act,dated,exchange,release,report
6322,355811,GENTEX CORP,2016-07-22,shall,financial,exchange,opre,release,july,act,corporation,exhibit,securities
6330,46195,BANK OF HAWAII CORP,2016-07-25,act,corporation,mark,exchange,bank,july,pursuant,results,release,quarter
6335,52827,RAYONIER INC,2016-08-03,august,act,exchange,table,exhibit,pursuant,opre,press,securities,release
6352,67215,DYCOM INDUSTRIES INC,2016-07-06,industries,dycom,looking,forward,exchange,acquisition,act,statements,july,future
6353,67215,DYCOM INDUSTRIES INC,2016-08-24,company,measures,purport,non,gaap,adjusted,alternative,does,income,net
6354,67215,DYCOM INDUSTRIES INC,2016-08-24,gaap,alternative,does,company,net,income,purport,adjusted,non,measures
6355,67215,DYCOM INDUSTRIES INC,2016-09-08,company,non,gaap,measures,adjusted,industries,dycom,materials,looking,forward
6356,67215,DYCOM INDUSTRIES INC,2016-09-30,laws,board,restated,dycom,retirement,industries,director,election,amended,meeting
6372,70145,NATIONAL FUEL GAS CO,2016-08-04,gas,changes,company,natural,oil,presentation,gaap,measures,looking,august
6373,70145,NATIONAL FUEL GAS CO,2016-08-05,company,changes,natural,gaap,gas,oil,measures,looking,costs,forward
6374,70145,NATIONAL FUEL GAS CO,2016-09-14,association,lenders,national,rate,credit,company,agreement,facility,bank,september
6389,701811,MENTOR GRAPHICS CORP,2016-08-18,pursuant,registrant,corporation,year,fiscal,august,act,exchange,quarter,rule
6398,706688,AARON'S INC,2016-07-07,steven,facility,georgia,june,include,amendment,loan,agreement,credit,ebitda
6399,706688,AARON'S INC,2016-07-29,act,georgia,steven,july,exchange,securities,press,release,registrant,financial
6409,720672,STIFEL FINANCIAL CORP,2016-07-08,businesses,sale,pursuant,corp,july,james,exhibit,financial,consolidated,stifel
6410,720672,STIFEL FINANCIAL CORP,2016-07-14,notes,stifel,indenture,july,underwriting,corp,looking,forward,trustee,company
6411,720672,STIFEL FINANCIAL CORP,2016-07-15,company,july,looking,agreement,underwriting,exhibit,shares,forward,stock,form
6412,720672,STIFEL FINANCIAL CORP,2016-08-02,act,exchange,conference,august,corp,stifel,exhibit,financial,presentation,james
6413,720672,STIFEL FINANCIAL CORP,2016-08-16,forward,looking,investor,company,act,august,statements,presentation,gaap,stifel
6425,73088,NORTHWESTERN CORP,2016-07-22,july,company,presentation,press,investor,northwestern,act,conference,release,shall
6426,73088,NORTHWESTERN CORP,2016-08-16,agreement,trustee,august,loan,indenture,northwestern,city,company,corporation,bank
6427,73088,NORTHWESTERN CORP,2016-09-08,exchange,northwestern,york,september,presentation,slide,act,document,company,securities
6429,73756,OCEANEERING INTERNATIONAL INC,2016-07-21,exhibit,international,july,oceaneering,press,regarding,release,item,act,furnished
6430,73756,OCEANEERING INTERNATIONAL INC,2016-09-21,oil,looking,products,forward,oceaneering,cash,presentation,statements,gas,act
6446,74303,OLIN CORP,2016-07-22,olin,july,june,exchange,second,december,act,opre,george,press
6447,74303,OLIN CORP,2016-07-22,olin,july,second,act,presentation,exchange,exhibit,george,year,quarter
6448,74303,OLIN CORP,2016-07-28,olin,july,exchange,act,opre,release,exhibit,george,press,corporation
6449,74303,OLIN CORP,2016-07-29,consolidated,ended,notes,olin,document,thereto,december,statements,subsidiaries,business
6450,74303,OLIN CORP,2016-08-02,exhibit,george,august,press,olin,opre,act,exchange,release,second
6451,74303,OLIN CORP,2016-08-02,august,olin,second,presentation,exhibit,earnings,act,exchange,quarter,george
6452,74303,OLIN CORP,2016-08-16,materials,conference,olin,september,exchange,august,act,george,exhibit,york
6453,74303,OLIN CORP,2016-08-23,olin,officers,august,opre,george,party,exchange,act,agreements,corporation
6454,74303,OLIN CORP,2016-09-01,consolidated,notes,document,olin,subsidiaries,june,financial,exchange,corporation,information
6455,74303,OLIN CORP,2016-09-06,exchange,september,york,presentation,corporation,conference,act,olin,exhibit,new
6470,7536,ARROW ELECTRONICS INC,2016-08-02,release,august,press,act,earnings,exchange,issued,second,hereto,exhibit
6505,799729,PAREXEL INTERNATIONAL CORP,2016-07-15,continue,company,officer,financial,officers,july,international,pursuant,chief,directors
6506,799729,PAREXEL INTERNATIONAL CORP,2016-08-03,august,international,securities,corporation,pursuant,financial,act,registrant,exchange,report
